,year,fuel,seller_type_Individual,seller_type_Trustmark Dealer,transmission,owner,engine,max_power
2782,0.9130434782608695,0,1,0,1,1,2.0715573103333806,0.5743866291196915
7737,0.8985507246376812,1,1,0,1,2,-0.5173362557127902,-0.3446803939858041
4742,0.9202898550724637,0,0,0,0,1,1.0690835122415994,1.5893072681318956
59,0.9202898550724637,0,0,0,0,1,1.0152727914692772,2.7096668846414786
1931,0.9492753623188406,1,1,0,1,1,-0.9179271770178559,-0.6646623176743742
8085,0.9057971014492754,0,1,0,1,1,1.0611115536086626,1.5864880441346396
4822,0.9565217391304348,0,0,0,1,1,-0.41967976245931643,-0.4969184898376348
3918,0.8985507246376812,0,1,0,1,2,-0.1247172930406611,-0.637879689700441
6516,0.8985507246376812,1,1,0,1,1,-0.41967976245931643,-0.24741716608046818
4915,0.9130434782608695,0,1,0,1,2,-0.41967976245931643,-0.4969184898376348
532,0.9347826086956522,1,1,0,1,2,-0.17055605518004674,0.05846863762182129
4955,0.9347826086956522,0,1,0,1,2,1.4357936093566843,1.3637693483514057
7016,0.8840579710144928,1,1,0,1,2,-0.792368828549104,-0.778840889563247
4267,0.9565217391304348,1,0,0,0,1,-0.5213222350292585,-0.2770190180516574
6321,0.9565217391304348,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
5657,0.9347826086956522,1,1,0,1,1,0.2639156903149996,0.8393936848617671
570,0.9202898550724637,0,1,0,1,2,-0.41967976245931643,-0.07967333824372885
3788,0.9347826086956522,0,1,0,1,1,2.121382051789235,-0.8324061455111134
4796,0.9420289855072463,0,0,0,0,2,2.5837556524995593,2.251824907487084
4734,0.927536231884058,0,0,0,1,1,-0.6747824387132886,-0.5814952097553185
7053,0.9637681159420289,1,1,0,1,1,-0.5173362557127902,-0.2203526157068092
5065,0.9130434782608695,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
645,0.9130434782608695,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
2485,0.8913043478260869,0,1,0,1,2,-0.41967976245931643,-0.4997377138348908
3402,0.9057971014492754,1,1,0,1,1,-0.5292941936621951,-0.7760216655659911
5026,0.9347826086956522,0,1,0,1,2,0.004827034744559138,-0.22063453810653497
1977,0.9492753623188406,0,0,0,0,1,1.0152727914692772,2.3316089466094327
5384,0.9492753623188406,1,1,0,1,2,-0.5173362557127902,-0.21499609011202264
5632,0.9565217391304348,0,0,0,0,1,1.0471606260010236,1.645691748077018
329,0.9492753623188406,1,1,0,1,1,-0.9179271770178559,-0.6931364800466607
5354,0.9565217391304348,1,1,0,1,1,-1.3145321190064532,-1.0804978572696522
3335,0.9565217391304348,1,1,0,1,1,-0.5173362557127902,-0.21499609011202264
8104,0.8695652173913043,1,1,0,1,2,0.07657466244098882,0.2360797494489569
5380,0.9492753623188406,1,1,0,1,2,-0.5213222350292585,-0.2753274836533037
3785,0.9057971014492754,0,1,0,1,1,1.4357936093566843,1.30823063560546
4444,0.9565217391304348,1,1,0,0,1,-0.18052100347121752,0.1974563806865479
7624,0.9057971014492754,1,1,0,1,1,-1.6633053091974308,-1.5964158487675224
2608,0.9202898550724637,0,1,0,1,2,0.24597878339089221,0.9775356607273169
3583,0.9057971014492754,0,1,0,1,2,2.063585351700444,0.29246422939407934
871,0.9347826086956522,0,1,0,1,1,-0.18849296210415414,-0.12478092219982664
7409,0.9130434782608695,0,1,0,1,1,0.2778666179226387,0.3347525893529212
6889,0.9202898550724637,1,1,0,1,3,0.2639156903149996,0.8365744608645108
6083,0.9130434782608695,1,1,0,1,1,-0.5193292453710243,-0.1360578181888513
6293,0.9492753623188406,0,0,0,1,1,-0.41967976245931643,-0.4969184898376348
375,0.9420289855072463,1,0,1,0,1,2.063585351700444,1.862771995865739
6663,0.9565217391304348,1,1,0,1,1,-0.5213222350292585,-0.2753274836533037
5419,0.9057971014492754,1,1,0,1,3,-0.5213222350292585,-0.3587765139720847
6425,0.927536231884058,1,1,0,1,1,-0.5213222350292585,-0.27138057005714505
3879,0.9202898550724637,1,1,0,1,2,-0.5213222350292585,-0.1642500581614125
7845,0.8768115942028986,0,1,0,1,2,2.063585351700444,0.29246422939407934
4562,0.9347826086956522,0,1,0,1,1,0.07856765209922298,0.20788750947639567
7795,0.9202898550724637,0,0,0,1,1,-0.41967976245931643,-0.4969184898376348
1370,0.9492753623188406,0,0,0,1,1,1.4357936093566843,0.7999245489001813
918,0.9420289855072463,0,1,0,1,1,0.06860270380805218,0.2360797494489569
7993,0.9347826086956522,1,1,0,1,1,-0.5213222350292585,-0.23924141648842526
4366,0.8405797101449275,1,1,0,1,2,-0.41967976245931643,-0.24741716608046818
5722,0.8768115942028986,0,1,0,1,1,1.4357936093566843,0.7999245489001813
2297,0.9202898550724637,0,1,0,1,1,2.121382051789235,-0.8324061455111134
971,0.927536231884058,0,1,0,1,2,2.121382051789235,-0.4687262498650736
1433,0.9492753623188406,0,1,0,1,2,0.07856765209922298,0.19661061348737102
125,0.9347826086956522,1,1,0,1,2,-0.9179271770178559,-0.6931364800466607
484,0.9492753623188406,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
667,0.8840579710144928,1,1,0,1,3,-0.5213222350292585,-0.3587765139720847
2805,0.8768115942028986,0,1,0,1,3,2.063585351700444,0.29246422939407934
5545,0.8985507246376812,1,1,0,1,3,-0.5233152246874927,-0.525110729810196
5301,0.9420289855072463,1,1,0,1,1,-0.5213222350292585,-0.2770190180516574
2841,0.9347826086956522,0,0,0,0,1,0.24597878339089221,0.9747164367300609
444,0.8985507246376812,1,1,0,1,2,-1.3205110879811557,-1.5400313688224
1389,0.9347826086956522,1,1,0,1,1,0.2639156903149996,0.8393936848617671
1453,0.9057971014492754,1,1,0,1,1,-0.18052100347121752,-0.04584265027665531
4451,0.9202898550724637,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
4432,0.9565217391304348,0,0,0,0,1,1.0471606260010236,1.645691748077018
1487,0.8695652173913043,1,1,0,1,1,-1.3205110879811557,-1.2778435370775807
6860,0.9347826086956522,0,1,0,1,1,-0.11873832406595863,-0.6646623176743742
1180,0.9202898550724637,0,1,0,1,1,2.121382051789235,-0.8324061455111134
4609,0.9492753623188406,1,1,0,1,1,0.07657466244098882,0.7322631729660343
4489,0.9347826086956522,0,1,0,1,2,-0.6747824387132886,-0.5814952097553185
2486,0.8985507246376812,1,1,0,1,2,-0.5213222350292585,-0.3587765139720847
5101,0.9565217391304348,0,0,0,0,1,1.0471606260010236,1.645691748077018
4645,0.8768115942028986,1,1,0,1,2,-1.3205110879811557,-1.5400313688224
283,0.9130434782608695,0,1,0,1,1,-0.41967976245931643,-0.08080102784263107
3592,0.9057971014492754,0,0,0,1,1,-0.11873832406595863,-0.6660719296730021
4700,0.9130434782608695,0,1,0,1,1,0.004827034744559138,0.4743041772170993
1108,0.9565217391304348,1,0,0,0,1,-0.5213222350292585,-0.2770190180516574
3634,0.9202898550724637,0,1,0,1,1,-0.1247172930406611,-0.08080102784263107
1706,0.927536231884058,0,1,0,1,2,1.4357936093566843,1.3637693483514057
7450,0.9492753623188406,0,1,0,0,1,0.07856765209922298,0.4755728280158646
6210,0.9202898550724637,1,1,0,1,1,-0.5213222350292585,-0.1642500581614125
5296,0.8840579710144928,1,1,0,1,1,-1.3205110879811557,-1.2778435370775807
6392,0.9347826086956522,0,1,0,1,1,2.053620403409273,0.05846863762182129
6163,0.9637681159420289,1,1,0,1,1,-0.9159341873596217,-0.6942641696455634
582,0.9130434782608695,1,1,0,1,4,-0.5213222350292585,-0.3587765139720847
61,0.9057971014492754,0,1,0,1,1,-0.41967976245931643,-0.07967333824372885
792,0.8913043478260869,1,1,0,0,2,0.6784575392277045,1.0818469486257936
6549,0.9057971014492754,0,1,0,1,2,0.2778666179226387,0.3375718133501771
6473,0.9492753623188406,1,1,0,1,1,-1.3205110879811557,-1.2496512971050195
5191,0.9347826086956522,1,1,0,1,1,-0.9179271770178559,-0.6931364800466607
4375,0.9347826086956522,0,1,0,0,2,1.3640459816602546,3.1455189146172744
2292,0.9565217391304348,0,1,0,1,1,0.06860270380805218,-0.6096874497278797
4827,0.9565217391304348,1,0,0,0,1,-0.5213222350292585,-0.2770190180516574
2366,0.8985507246376812,1,1,0,1,2,-0.74254408709325,-0.8324061455111134
5159,0.9492753623188406,0,1,0,0,1,1.4357936093566843,1.3637693483514057
3749,0.9565217391304348,0,1,0,1,1,1.4357936093566843,1.3637693483514057
7465,0.9492753623188406,0,1,0,1,1,0.07856765209922298,0.20788750947639567
5956,0.9565217391304348,1,0,0,1,1,-0.5213222350292585,-0.1642500581614125
5152,0.8913043478260869,0,1,0,0,3,3.0062694600452007,4.222462481569114
7257,0.9492753623188406,0,1,0,1,2,0.06860270380805218,-0.6096874497278797
187,0.927536231884058,0,1,0,1,2,3.036164304918713,2.1672481875694003
5233,0.9565217391304348,1,1,0,1,1,-0.74254408709325,-0.6660719296730021
2559,0.8913043478260869,0,1,0,1,2,2.0735502999916147,-0.5420260737937326
425,0.9637681159420289,1,0,1,0,1,-0.5173362557127902,-0.08080102784263107
558,0.9347826086956522,1,1,0,0,1,-0.5193292453710243,-0.4405340098925124
1407,0.9057971014492754,1,1,0,1,1,0.07856765209922298,0.1712375975120662
7276,0.9420289855072463,0,0,0,0,1,0.07856765209922298,0.3353164341523723
3512,0.927536231884058,1,1,0,1,3,-0.5193292453710243,-0.1360578181888513
7555,0.927536231884058,1,1,0,1,2,-1.2846372741329408,-1.0269326013217857
1772,0.9202898550724637,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
7042,0.8840579710144928,0,1,0,1,1,2.063585351700444,0.29246422939407934
301,0.8985507246376812,1,1,0,1,1,-0.5213222350292585,-0.3277650500022675
448,0.9420289855072463,1,1,0,1,1,-0.5233152246874927,-0.1360578181888513
6396,0.9420289855072463,1,1,0,1,1,-1.2846372741329408,-1.0269326013217857
1126,0.9492753623188406,1,0,1,1,1,0.07458167278275465,-0.08164679504180794
4858,0.9565217391304348,1,1,0,0,1,-0.5173362557127902,-0.08249256224098481
3207,0.927536231884058,1,1,0,1,1,-0.5213222350292585,-0.3587765139720847
1934,0.9492753623188406,0,1,0,1,2,-0.41967976245931643,-0.4963546450381837
660,0.9637681159420289,0,0,0,0,1,1.0690835122415994,2.7733813469794666
2966,0.9637681159420289,1,1,0,1,1,-0.5213222350292585,-0.2770190180516574
5627,0.9492753623188406,0,0,0,1,1,-0.5432451212698343,-0.4977642570368117
6034,0.8985507246376812,1,1,0,1,2,-0.74254408709325,-0.6646623176743742
4422,0.9420289855072463,1,0,1,1,1,-0.5173362557127902,-0.08249256224098481
6309,0.9347826086956522,0,1,0,1,1,-0.6747824387132886,-0.6096874497278797
4129,0.9565217391304348,1,1,0,1,2,-0.5173362557127902,-0.21499609011202264
6521,0.8188405797101449,1,1,0,1,2,-1.3205110879811557,-1.5400313688224
3586,0.9565217391304348,0,0,0,1,1,0.08056064175745713,0.2070417422772188
563,0.9637681159420289,1,1,0,0,4,-0.74254408709325,-0.6660719296730021
6849,0.8913043478260869,1,1,0,1,1,-0.32003027954760854,-0.1642500581614125
1381,0.8840579710144928,1,0,0,1,2,-0.9179271770178559,-0.6914449456483074
914,0.9565217391304348,0,1,0,1,1,-0.5432451212698343,-0.4977642570368117
3849,0.9565217391304348,0,0,0,0,1,1.0471606260010236,1.645691748077018
1443,0.9492753623188406,0,0,0,1,1,-0.41967976245931643,-2.5831442478071653
8092,0.9492753623188406,0,1,0,1,1,-0.1247172930406611,-0.08164679504180794
5075,0.9130434782608695,1,1,0,1,2,0.0725886831245205,0.05846863762182129
4299,0.8695652173913043,1,1,0,1,1,0.672478570253002,2.435074467308732
6508,0.9057971014492754,0,1,0,1,1,1.4357936093566843,1.30823063560546
933,0.9130434782608695,0,1,0,1,1,-1.0414925358283738,-0.9592712253876388
7914,0.8985507246376812,1,1,0,1,2,-0.18052100347121752,-0.04584265027665531
16,0.9420289855072463,0,1,0,1,2,-0.41967976245931643,-0.08813101023549713
7362,0.9420289855072463,0,0,0,1,1,0.07856765209922298,0.19661061348737102
6295,0.927536231884058,0,0,0,1,1,-0.41967976245931643,-0.4969184898376348
5804,0.8478260869565217,1,1,0,1,2,0.0725886831245205,0.06692630961358957
1168,0.9057971014492754,0,1,0,1,3,1.4357936093566843,0.7999245489001813
3168,0.8623188405797102,0,1,0,1,2,2.063585351700444,0.29246422939407934
2293,0.8623188405797102,0,1,0,1,2,1.4357936093566843,0.7999245489001813
2921,0.9565217391304348,0,1,0,1,1,0.07856765209922298,0.20788750947639567
6975,0.9637681159420289,1,0,1,0,1,-0.5173362557127902,-0.08080102784263107
2899,0.9492753623188406,1,1,0,1,1,-0.9179271770178559,-0.6942641696455634
4438,0.9202898550724637,0,1,0,1,1,-0.1247172930406611,-0.637879689700441
1372,0.9637681159420289,1,0,0,1,1,-0.5173362557127902,-0.20146381492519314
1219,0.9347826086956522,0,1,0,1,1,-0.41967976245931643,-0.08813101023549713
1888,0.9202898550724637,0,1,0,1,2,0.004827034744559138,-0.22063453810653497
4407,0.9130434782608695,0,1,0,1,1,1.4357936093566843,1.30823063560546
5481,0.9420289855072463,0,1,0,1,1,-0.1247172930406611,-0.08164679504180794
6327,0.9565217391304348,0,1,0,1,1,1.0730694915580676,1.3637693483514057
3128,0.8913043478260869,1,1,0,1,2,-1.3205110879811557,-1.2778435370775807
1177,0.9057971014492754,0,1,0,1,1,-0.1247172930406611,-1.0748594092751398
4103,0.8985507246376812,1,1,0,1,1,-0.5173362557127902,-0.3446803939858041
2198,0.9492753623188406,1,1,0,1,1,0.07657466244098882,0.8382659952628646
6225,0.8623188405797102,1,1,0,1,1,-1.3205110879811557,-1.2778435370775807
4592,0.9202898550724637,0,1,0,1,1,1.5394290715848606,2.6042279071440992
1845,0.9202898550724637,0,1,0,1,1,-0.1247172930406611,-0.637879689700441
7421,0.9057971014492754,0,1,0,1,2,-0.1247172930406611,-0.637879689700441
1871,0.9637681159420289,0,0,0,0,1,1.0690835122415994,2.7733813469794666
7123,0.927536231884058,0,1,0,1,1,0.07856765209922298,0.20675981987749306
4612,0.8623188405797102,1,1,0,1,2,-0.1247172930406611,-0.1868038501394614
4261,0.9202898550724637,1,0,1,1,1,-0.9179271770178559,-0.6928545576469354
3569,0.9420289855072463,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
4387,0.9420289855072463,1,0,0,1,1,-0.5213222350292585,-0.2770190180516574
391,0.8913043478260869,1,1,0,0,2,1.784566799547662,1.893783459835557
7227,0.9420289855072463,1,1,0,1,1,-0.5173362557127902,-0.4969184898376348
1039,0.927536231884058,0,1,0,1,1,3.036164304918713,2.1672481875694003
5739,0.8695652173913043,1,1,0,1,2,-1.3205110879811557,-1.2778435370775807
6520,0.9420289855072463,1,1,0,1,2,-0.9179271770178559,-0.6931364800466607
2422,0.9347826086956522,1,1,0,1,1,-1.6633053091974308,-1.5264990936355707
2335,0.9130434782608695,0,1,0,1,1,-0.1247172930406611,-0.637879689700441
938,0.8768115942028986,1,1,0,1,1,-1.3205110879811557,-1.5400313688224
2674,0.9492753623188406,1,0,1,1,1,0.07458167278275465,-0.08164679504180794
696,0.9347826086956522,0,1,0,1,1,-0.10678038611655369,-0.6375977673007152
1903,0.9420289855072463,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
3836,0.9420289855072463,1,0,1,0,1,2.063585351700444,1.862771995865739
2908,0.9492753623188406,0,0,0,1,1,-0.41967976245931643,-0.08813101023549713
6468,0.9565217391304348,0,1,0,0,1,3.466650071097291,2.970727026787395
2576,0.9637681159420289,1,1,0,0,1,-0.9179271770178559,-0.6928545576469354
6880,0.9347826086956522,0,1,0,1,1,-0.18849296210415414,-0.6931364800466607
46,0.9565217391304348,1,0,0,1,1,-0.9179271770178559,-0.6928545576469354
3019,0.8768115942028986,1,1,0,1,2,-1.3205110879811557,-1.2778435370775807
7813,0.9057971014492754,0,1,0,0,2,1.4357936093566843,0.7999245489001813
7174,0.9492753623188406,0,1,0,1,1,1.8622933962187942,1.5836688201373836
3464,0.9347826086956522,0,1,0,1,1,-0.1247172930406611,-0.08164679504180794
5049,0.9420289855072463,1,1,0,1,1,-0.5213222350292585,-0.27138057005714505
8113,0.8985507246376812,0,1,0,1,1,2.063585351700444,0.29246422939407934
1695,0.9420289855072463,0,1,0,1,2,0.06860270380805218,0.2360797494489569
6742,0.8985507246376812,1,1,0,1,1,-1.3205110879811557,-1.2778435370775807
3041,0.9420289855072463,0,1,0,1,1,2.121382051789235,-0.8324061455111134
5764,0.9057971014492754,0,1,0,1,2,-0.11873832406595863,-0.6660719296730021
65,0.9492753623188406,1,1,0,1,3,-0.5233152246874927,-0.1360578181888513
4435,0.927536231884058,1,1,0,1,1,-0.9179271770178559,-0.6931364800466607
7605,0.9347826086956522,0,1,0,1,1,1.0730694915580676,0.7999245489001813
3840,0.9202898550724637,0,0,1,1,2,2.063585351700444,0.2529950934324935
231,0.9347826086956522,1,1,0,1,1,-0.5193292453710243,-0.6931364800466607
6592,0.9637681159420289,0,1,0,1,1,-0.41967976245931643,-0.4963546450381837
6647,0.9420289855072463,1,1,0,1,1,-0.5233152246874927,-0.525110729810196
2465,0.8840579710144928,1,0,0,1,2,-1.3205110879811557,-1.5964158487675224
2874,0.9347826086956522,1,1,0,1,2,-0.5213222350292585,-0.24008718368760212
976,0.9057971014492754,1,1,0,1,3,-0.9179271770178559,-0.6914449456483074
1817,0.9130434782608695,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
6371,0.9420289855072463,0,1,0,0,1,1.4736604128631334,1.8712296678575078
4732,0.8840579710144928,1,0,0,1,1,-0.9179271770178559,-0.6928545576469354
4316,0.9637681159420289,1,1,0,1,1,-0.5213222350292585,-0.08813101023549713
6242,0.9492753623188406,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
4491,0.8478260869565217,0,1,0,1,2,0.06860270380805218,-0.27138057005714505
2928,0.8768115942028986,1,1,0,1,4,-0.74254408709325,-0.8324061455111134
1872,0.9637681159420289,0,0,0,0,1,1.0690835122415994,2.7733813469794666
4065,0.927536231884058,0,1,0,1,1,1.4357936093566843,0.7999245489001813
5214,0.9130434782608695,1,1,0,1,2,-0.9179271770178559,-0.6914449456483074
6270,0.9565217391304348,0,0,0,1,1,-0.41967976245931643,-0.08813101023549713
4281,0.9420289855072463,1,1,0,1,2,-0.5213222350292585,-0.23924141648842526
256,0.9492753623188406,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
2633,0.9347826086956522,0,1,0,1,1,1.4357936093566843,1.5876157337335417
7595,0.8695652173913043,1,1,0,1,3,-0.41967976245931643,-0.24741716608046818
1801,0.9347826086956522,1,1,0,1,2,-1.3205110879811557,-1.2496512971050195
6026,0.927536231884058,0,1,0,1,2,-0.6747824387132886,-0.6096874497278797
2073,0.9420289855072463,0,1,0,1,1,0.004827034744559138,-0.22063453810653497
5356,0.927536231884058,0,1,0,1,1,0.24597878339089221,0.978099505526768
2424,0.8043478260869565,1,1,0,1,3,-1.3205110879811557,-1.5400313688224
4855,0.9202898550724637,0,1,0,1,2,0.07856765209922298,0.19661061348737102
1915,0.8913043478260869,0,1,0,1,2,1.4357936093566843,1.3102040924035392
2134,0.8623188405797102,1,1,0,0,2,3.0660591497922254,3.562764066211181
6009,0.9130434782608695,0,0,0,0,1,0.24597878339089221,0.978099505526768
2737,0.8623188405797102,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
2973,0.9057971014492754,1,1,0,1,1,-0.5193292453710243,-0.4997377138348908
5318,0.9565217391304348,0,1,0,1,1,1.4357936093566843,1.7266034767982688
4642,0.9057971014492754,0,1,0,1,1,-0.41967976245931643,-0.04584265027665531
77,0.9130434782608695,1,1,0,1,2,-0.17055605518004674,0.05846863762182129
6558,0.9637681159420289,0,1,0,0,1,1.0172657811275112,2.7733813469794666
435,0.8840579710144928,0,1,0,1,2,2.063585351700444,0.29246422939407934
4162,0.927536231884058,0,1,0,1,1,0.07856765209922298,0.19661061348737102
3224,0.9130434782608695,0,1,0,1,4,2.063585351700444,0.29246422939407934
5242,0.8840579710144928,0,1,0,1,1,0.9754129983045939,-0.6660719296730021
7449,0.9565217391304348,1,1,0,1,1,-0.5193292453710243,0.47571378921572727
4331,0.9492753623188406,1,0,1,1,1,0.07458167278275465,-0.08164679504180794
5428,0.9202898550724637,1,1,0,1,2,-0.5173362557127902,-0.3446803939858041
5536,0.9057971014492754,0,1,0,1,4,0.2778666179226387,0.3375718133501771
2657,0.9347826086956522,0,1,0,0,2,3.036164304918713,2.1672481875694003
5100,0.9420289855072463,1,0,0,0,1,0.2778666179226387,0.3347525893529212
244,0.9202898550724637,0,1,0,1,1,2.063585351700444,0.2521493262333166
788,0.927536231884058,1,1,0,1,1,-0.5213222350292585,-0.1642500581614125
1364,0.9202898550724637,0,0,0,0,1,2.466169262663744,2.6042279071440992
3521,0.9420289855072463,1,0,1,0,1,2.063585351700444,1.862771995865739
984,0.927536231884058,0,1,0,0,2,1.4756534025213675,2.8946079788614805
814,0.9420289855072463,1,1,0,1,2,-1.3205110879811557,-1.6189696407455714
2184,0.8913043478260869,1,1,0,1,3,0.07657466244098882,0.7435400689550589
1610,0.9565217391304348,1,1,0,1,1,0.006820024402793296,0.32065646936664055
6143,0.9420289855072463,0,0,0,1,2,0.07856765209922298,0.20675981987749306
3191,0.9420289855072463,1,1,0,1,1,-0.5213222350292585,-0.2770190180516574
1631,0.927536231884058,0,1,0,1,1,0.004827034744559138,0.4743041772170993
2876,0.9202898550724637,0,1,0,0,2,1.0471606260010236,1.645691748077018
1492,0.9347826086956522,0,1,0,1,2,-0.41967976245931643,-0.4969184898376348
3947,0.9130434782608695,1,1,0,1,2,-1.2846372741329408,-1.0269326013217857
1813,0.9057971014492754,1,1,0,1,2,-0.9239061459925584,-0.8352253695083695
2110,0.9420289855072463,0,1,0,1,1,-0.41967976245931643,-0.49861002423598855
6244,0.9347826086956522,0,1,0,1,1,0.07856765209922298,0.19661061348737102
1367,0.9420289855072463,1,0,0,1,1,0.07657466244098882,0.6956132610017047
5374,0.9637681159420289,1,1,0,1,1,-0.5213222350292585,-0.2403691060873279
4986,0.9637681159420289,1,1,0,1,1,-0.5213222350292585,-0.2770190180516574
2937,0.9057971014492754,1,1,0,1,1,-0.5213222350292585,-0.1642500581614125
2750,0.9202898550724637,1,1,0,1,2,-0.5213222350292585,-0.1642500581614125
4064,0.9637681159420289,0,1,0,1,1,0.07856765209922298,0.20675981987749306
3462,0.8695652173913043,1,1,0,1,2,-0.41967976245931643,-0.24741716608046818
3220,0.9347826086956522,0,1,0,1,1,-0.1247172930406611,-0.08164679504180794
7767,0.9057971014492754,0,0,0,1,1,1.4357936093566843,1.3637693483514057
3329,0.8623188405797102,1,1,0,1,2,-0.32003027954760854,-0.09658868222726542
7088,0.9202898550724637,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
30,0.9492753623188406,0,1,0,1,1,-0.41967976245931643,-0.08813101023549713
5969,0.9420289855072463,0,1,0,1,1,-0.41967976245931643,-0.4969184898376348
3162,0.9420289855072463,0,0,0,1,1,-0.41967976245931643,-0.08813101023549713
1099,0.9347826086956522,0,1,0,1,1,1.4357936093566843,1.5876157337335417
127,0.9202898550724637,0,1,0,1,2,-0.41967976245931643,-0.08080102784263107
4302,0.9347826086956522,1,1,0,1,1,0.08056064175745713,0.5292790451635938
5947,0.927536231884058,0,0,0,1,1,0.07856765209922298,0.1974563806865479
6589,0.9637681159420289,1,0,1,0,1,-0.5173362557127902,-0.08080102784263107
5089,0.9202898550724637,1,0,1,1,1,-0.9179271770178559,-0.6928545576469354
2316,0.9202898550724637,0,1,0,1,2,-0.41967976245931643,-0.4969184898376348
5175,0.9130434782608695,0,1,0,1,1,2.121382051789235,-0.8324061455111134
1564,0.9492753623188406,1,1,0,0,1,4.275803872340359,5.310682944509976
6878,0.9347826086956522,0,1,0,1,2,1.4357936093566843,0.7999245489001813
603,0.9057971014492754,0,1,0,1,3,1.4357936093566843,1.3102040924035392
5128,0.9202898550724637,1,1,0,1,1,-1.3205110879811557,-1.5400313688224
1426,0.8913043478260869,0,1,0,1,2,0.06860270380805218,0.5180021491745691
5223,0.927536231884058,0,1,0,1,1,2.121382051789235,-0.8324061455111134
4199,0.9565217391304348,1,1,0,1,1,-0.527301204003961,0.0931450927880717
4916,0.8840579710144928,1,1,0,1,2,-1.3205110879811557,-1.2778435370775807
5832,0.8840579710144928,1,1,0,1,2,0.07657466244098882,-0.38414952994738993
2213,0.9492753623188406,1,1,0,1,1,0.2639156903149996,0.8365744608645108
7443,0.9492753623188406,0,1,0,1,1,0.24597878339089221,0.9747164367300609
3658,0.9057971014492754,0,1,0,1,2,-0.11873832406595863,-0.6660719296730021
5074,0.9057971014492754,1,1,0,1,1,0.07657466244098882,0.7435400689550589
813,0.9347826086956522,1,1,0,1,1,-0.5213222350292585,-0.2761732508524805
6466,0.9057971014492754,0,1,0,1,2,0.2778666179226387,0.3375718133501771
965,0.9637681159420289,1,1,0,0,1,-0.5213222350292585,-0.2403691060873279
4702,0.8985507246376812,0,1,0,1,2,-0.18849296210415414,-0.12478092219982664
3940,0.9420289855072463,1,1,0,1,2,-0.9239061459925584,-0.8324061455111134
815,0.9057971014492754,0,1,0,1,2,-0.41967976245931643,-0.04584265027665531
839,0.8985507246376812,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
2793,0.8768115942028986,1,1,0,1,1,-0.5213222350292585,-0.1868038501394614
3440,0.8840579710144928,0,1,0,1,1,-0.10678038611655369,-0.6096874497278797
1244,0.8913043478260869,1,1,0,1,1,-1.3205110879811557,-1.2778435370775807
1233,0.9565217391304348,0,1,0,1,1,-0.41967976245931643,-0.08813101023549713
5688,0.9420289855072463,1,1,0,1,1,-0.9179271770178559,-0.6931364800466607
5346,0.8840579710144928,0,1,0,1,1,-0.10678038611655369,-0.6096874497278797
3064,0.8695652173913043,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
2600,0.9565217391304348,0,1,0,1,1,0.07856765209922298,-0.10222713022177775
5715,0.9420289855072463,1,1,0,1,1,0.07657466244098882,0.723805500974266
4979,0.9057971014492754,0,1,0,1,3,0.06860270380805218,0.5180021491745691
7251,0.9565217391304348,1,1,0,0,1,-0.9179271770178559,-0.6942641696455634
7345,0.9565217391304348,0,1,0,1,1,2.053620403409273,0.05846863762182129
1669,0.9420289855072463,0,1,0,0,2,-0.41967976245931643,-0.4969184898376348
6935,0.8695652173913043,0,1,0,1,4,1.0611115536086626,0.5743866291196915
457,0.9347826086956522,0,1,0,1,1,2.121382051789235,-0.8324061455111134
4750,0.9492753623188406,0,1,0,1,1,-0.10678038611655369,-0.6375977673007152
7154,0.8840579710144928,0,1,0,1,2,0.8717775360764177,-0.7224564096181246
427,0.9565217391304348,0,0,0,0,1,1.0471606260010236,1.645691748077018
1228,0.9347826086956522,1,1,0,1,1,-0.5233152246874927,-0.525110729810196
7059,0.9202898550724637,1,1,0,1,2,-0.5213222350292585,-0.24741716608046818
3708,0.8985507246376812,1,1,0,1,1,-0.5233152246874927,-0.525110729810196
7584,0.855072463768116,1,1,0,1,4,0.2798596075808729,0.06692630961358957
4637,0.9057971014492754,1,1,0,1,1,-0.9179271770178559,-0.6914449456483074
105,0.927536231884058,0,1,0,0,2,1.4357936093566843,0.7999245489001813
4993,0.9565217391304348,1,1,0,1,1,-0.9179271770178559,0.2501758694352375
7568,0.9202898550724637,1,1,0,1,2,-1.2846372741329408,-1.0269326013217857
1591,0.9492753623188406,1,1,0,0,1,-0.5213222350292585,-0.2753274836533037
2794,0.8985507246376812,0,1,0,1,2,2.053620403409273,0.09511854958615079
2222,0.9565217391304348,1,1,0,0,1,-0.18052100347121752,0.1974563806865479
